ID_Fakta_Akademik,ID_Mahasiswa,ID_MK,ID_Dosen ,ID_Waktu,Jumlah_SKS_Diambil ,Bobot_Nilai,Status_Lulus
35112,438,1379,100,20220914,2,1,Tidak Lulus
35113,147,1293,46,20240912,2,4,Lulus
35114,282,1319,198,20221121,2,4,Lulus
35115,402,1313,78,20230218,3,0,Tidak Lulus
35116,394,1320,97,20220608,3,2,Lulus
35117,178,1396,89,20241113,3,3,Lulus
35118,77,1280,88,20220405,3,3,Lulus
35119,490,1501,31,20210613,2,2,Lulus
35120,154,1241,173,20221218,3,1,Tidak Lulus
35121,200,1363,200,20220211,3,0,Tidak Lulus
35122,12,1376,42,20210616,4,1,Tidak Lulus
35123,264,1325,230,20240522,2,1,Tidak Lulus
35124,222,1459,75,20211118,3,3,Lulus
35125,476,1332,250,20230416,3,0,Tidak Lulus
35126,16,1354,184,20211122,2,1,Tidak Lulus
35127,132,1477,118,20210928,2,3,Lulus
35128,125,1421,3,20241106,2,3,Lulus
35129,391,1346,122,20220224,2,2,Lulus
35130,254,1418,98,20230712,3,2,Lulus
35131,208,1300,81,20210221,2,1,Tidak Lulus
35132,209,1386,230,20221227,2,2,Lulus
35133,240,1350,166,20230723,2,0,Tidak Lulus
35134,387,1342,202,20220806,3,4,Lulus
35135,303,1435,59,20241010,3,0,Tidak Lulus
35136,207,1436,53,20210527,2,4,Lulus
35137,65,1372,229,20241126,3,4,Lulus
35138,406,1379,139,20220106,2,3,Lulus
35139,298,1265,114,20210914,2,0,Tidak Lulus
35140,482,1492,2,20230316,3,4,Lulus
35141,250,1462,187,20240603,2,2,Lulus
35143,319,1342,213,20230225,3,2,Lulus
35144,176,1233,143,20220406,3,0,Tidak Lulus
35145,337,1427,237,20210825,2,1,Tidak Lulus
35146,71,1307,218,20211202,3,1,Tidak Lulus
35147,330,1477,49,20210821,2,1,Tidak Lulus
35148,341,1299,115,20240601,2,3,Lulus
35149,128,1225,214,20211209,2,0,Tidak Lulus
35150,29,1248,177,20240111,4,4,Lulus
35151,58,1483,9,20220818,4,4,Lulus
35152,1,1480,179,20231128,2,2,Lulus
35153,458,1426,162,20220920,2,3,Lulus
35154,351,1451,230,20231220,4,4,Lulus
35155,25,1385,56,20210406,3,3,Lulus
35156,409,1291,208,20220710,2,3,Lulus
35157,143,1283,77,20230322,3,3,Lulus
35158,359,1283,58,20241002,3,1,Tidak Lulus
35159,88,1328,101,20230107,3,0,Tidak Lulus
35160,482,1253,207,20230110,2,1,Tidak Lulus
35161,368,1409,129,20240413,2,1,Tidak Lulus
35162,400,1236,211,20220318,3,3,Lulus
35163,200,1249,97,20230803,3,2,Lulus
35164,242,1460,15,20220604,2,3,Lulus
35165,431,1378,27,20241013,3,1,Tidak Lulus
35166,408,1482,99,20230409,2,0,Tidak Lulus
35167,234,1340,198,20230125,2,2,Lulus
35168,187,1388,78,20210309,1,1,Tidak Lulus
35169,298,1397,92,20210427,3,2,Lulus
35170,363,1252,168,20220105,2,0,Tidak Lulus
35171,227,1374,168,20231108,2,3,Lulus
35172,174,1502,177,20210401,2,4,Lulus
35173,221,1377,219,20211125,3,0,Tidak Lulus
35174,292,1300,26,20241207,2,2,Lulus
35175,238,1498,178,20210610,4,4,Lulus
35176,117,1384,64,20230113,2,2,Lulus
35177,37,1426,37,20240903,2,3,Lulus
35178,116,1243,133,20210708,3,0,Tidak Lulus
35179,179,1482,29,20211215,2,1,Tidak Lulus
35180,285,1365,14,20220727,4,4,Lulus
35181,86,1397,239,20240914,3,4,Lulus
35183,183,1497,105,20221222,4,0,Tidak Lulus
35184,275,1413,230,20240904,2,4,Lulus
35185,89,1369,214,20211204,4,1,Tidak Lulus
35186,285,1216,236,20230602,2,1,Tidak Lulus
35187,312,1403,170,20221013,3,1,Tidak Lulus
35188,70,1500,62,20210723,2,4,Lulus
35189,479,1470,209,20220228,3,3,Lulus
35190,135,1269,218,20230908,3,2,Lulus
35191,188,1427,90,20230613,2,0,Tidak Lulus
35192,70,1434,30,20210914,3,3,Lulus
35193,364,1380,192,20240828,2,1,Tidak Lulus
35194,378,1280,166,20221002,3,1,Tidak Lulus
35195,110,1385,95,20230904,3,1,Tidak Lulus
35196,132,1502,246,20210927,2,0,Tidak Lulus
35197,473,1444,28,20231101,3,1,Tidak Lulus
35198,177,1509,59,20211125,4,3,Lulus
35199,228,1222,78,20230115,3,2,Lulus
35200,25,1259,14,20240412,2,3,Lulus
35201,171,1487,26,20230701,2,0,Tidak Lulus
35202,114,1368,121,20221111,2,2,Lulus
35203,215,1333,206,20230202,2,1,Tidak Lulus
35204,280,1280,33,20230510,3,0,Tidak Lulus
35205,75,1460,39,20220227,2,2,Lulus
35206,143,1487,228,20220516,2,0,Tidak Lulus
35207,35,1281,26,20221116,4,1,Tidak Lulus
35208,288,1214,181,20240713,4,3,Lulus
35209,4,1439,163,20230522,3,0,Tidak Lulus
35210,317,1240,127,20230228,3,1,Tidak Lulus
35211,349,1347,169,20211218,2,1,Tidak Lulus
35212,169,1411,190,20220513,3,4,Lulus
35213,277,1481,147,20220404,2,2,Lulus
35214,407,1410,33,20241206,2,3,Lulus
35215,155,1310,130,20240328,2,1,Tidak Lulus
35216,189,1289,35,20220219,3,2,Lulus
35217,109,1510,197,20211205,4,3,Lulus
35218,23,1355,40,20240428,4,1,Tidak Lulus
35219,239,1451,90,20230317,4,4,Lulus
35220,110,1307,60,20210525,3,3,Lulus
35221,333,1267,185,20240928,2,2,Lulus
35222,311,1421,170,20240328,2,2,Lulus
35223,285,1416,144,20220413,3,1,Tidak Lulus
35224,14,1221,128,20220215,3,4,Lulus
35225,467,1368,212,20230613,2,3,Lulus
35226,490,1388,29,20241021,1,4,Lulus
35227,131,1365,174,20231018,4,4,Lulus
35228,450,1400,92,20210217,3,2,Lulus
35229,202,1401,195,20220217,2,4,Lulus
35230,403,1369,136,20220122,4,1,Tidak Lulus
35231,418,1311,227,20230928,2,3,Lulus
35232,193,1428,56,20230501,2,3,Lulus
35233,58,1442,220,20211202,3,3,Lulus
35234,461,1389,43,20220619,2,2,Lulus
35235,249,1219,143,20240515,2,0,Tidak Lulus
35236,97,1385,170,20220423,3,2,Lulus
35237,230,1388,240,20220918,1,0,Tidak Lulus
35238,377,1367,124,20230316,2,2,Lulus
35239,167,1376,241,20210415,4,2,Lulus
35240,106,1314,208,20240920,3,0,Tidak Lulus
35241,441,1425,170,20230713,2,3,Lulus
35242,189,1232,196,20240116,2,1,Tidak Lulus
35243,70,1342,7,20220805,3,0,Tidak Lulus
35244,282,1332,171,20220928,3,2,Lulus
35245,103,1226,209,20230211,3,2,Lulus
35246,201,1482,222,20230323,2,4,Lulus
35247,139,1491,6,20210301,4,3,Lulus
35248,131,1305,169,20211207,4,0,Tidak Lulus
35249,181,1376,38,20230605,4,3,Lulus
35250,445,1280,100,20230820,3,3,Lulus
35251,372,1434,234,20210628,3,1,Tidak Lulus
35252,260,1281,20,20230216,4,1,Tidak Lulus
35253,231,1375,37,20210813,3,2,Lulus
35254,228,1273,43,20240201,2,0,Tidak Lulus
35255,496,1242,93,20210407,3,4,Lulus
35256,370,1502,22,20220125,2,2,Lulus
35257,365,1323,230,20220711,2,0,Tidak Lulus
35258,457,1230,143,20220709,3,2,Lulus
35259,472,1453,229,20231111,2,2,Lulus
35260,36,1424,99,20211128,3,0,Tidak Lulus
35261,259,1384,126,20230812,2,2,Lulus
35262,33,1317,236,20240925,2,1,Tidak Lulus
35263,227,1292,152,20220622,2,2,Lulus
35264,409,1337,103,20210819,3,3,Lulus
35265,49,1344,79,20210604,3,2,Lulus
35266,370,1307,52,20211104,3,4,Lulus
35267,260,1276,67,20220812,3,3,Lulus
35268,382,1465,50,20241203,3,2,Lulus
35269,215,1325,153,20220307,2,0,Tidak Lulus
35270,72,1276,127,20220103,3,4,Lulus
35271,478,1345,180,20230723,2,4,Lulus
35272,282,1397,159,20210109,3,1,Tidak Lulus
35273,150,1379,48,20231004,2,1,Tidak Lulus
35274,317,1286,95,20220410,2,2,Lulus
35275,201,1477,229,20221001,2,2,Lulus
35276,254,1484,22,20230604,4,3,Lulus
35277,126,1438,228,20210116,3,4,Lulus
35278,498,1472,75,20220826,3,2,Lulus
35279,151,1361,224,20230519,4,4,Lulus
35280,234,1305,236,20230527,4,1,Tidak Lulus
35281,127,1382,203,20230307,3,1,Tidak Lulus
35283,381,1233,37,20231023,3,3,Lulus
35284,298,1426,125,20230907,2,2,Lulus
35285,36,1508,232,20220319,4,0,Tidak Lulus
35286,458,1298,191,20211116,2,0,Tidak Lulus
35287,350,1326,243,20220712,3,0,Tidak Lulus
35288,195,1289,167,20210922,3,0,Tidak Lulus
35289,67,1441,80,20221017,3,0,Tidak Lulus
35290,264,1234,191,20220827,3,2,Lulus
35291,240,1218,24,20230901,2,4,Lulus
35292,361,1252,213,20221026,2,1,Tidak Lulus
35293,431,1492,208,20240222,3,1,Tidak Lulus
35294,464,1369,52,20210415,4,3,Lulus
35295,225,1377,202,20230910,3,0,Tidak Lulus
35296,10,1435,122,20230811,3,3,Lulus
35297,283,1438,48,20230727,3,0,Tidak Lulus
35298,415,1445,163,20220617,2,1,Tidak Lulus
35299,171,1323,16,20240504,2,2,Lulus
35300,203,1496,157,20211208,2,0,Tidak Lulus
35301,349,1261,174,20231015,3,3,Lulus
35302,361,1361,54,20211224,4,3,Lulus
35303,440,1229,71,20240721,3,3,Lulus
35304,437,1271,101,20231202,3,3,Lulus
35305,66,1431,225,20220903,3,4,Lulus
35306,342,1240,226,20210817,3,1,Tidak Lulus
35307,378,1279,91,20240616,3,0,Tidak Lulus
35308,150,1351,248,20210615,4,4,Lulus
35309,63,1388,99,20211020,1,2,Lulus
35310,242,1271,73,20210702,3,4,Lulus
35311,242,1221,205,20241203,3,4,Lulus
35312,383,1325,13,20230216,2,0,Tidak Lulus
35313,387,1456,122,20221004,2,0,Tidak Lulus
35314,210,1356,163,20210207,4,2,Lulus
35315,212,1286,178,20240504,2,1,Tidak Lulus
35316,197,1247,66,20210311,4,2,Lulus
35317,324,1345,144,20221006,2,3,Lulus
35318,442,1230,240,20231002,3,1,Tidak Lulus
35319,31,1367,220,20230324,2,0,Tidak Lulus
35320,376,1435,71,20230716,3,3,Lulus
35321,346,1440,220,20230717,3,3,Lulus
35322,240,1475,126,20211109,3,2,Lulus
35323,253,1248,128,20230801,4,1,Tidak Lulus
35324,329,1426,111,20210403,2,3,Lulus
35325,350,1444,87,20211002,3,3,Lulus
35326,404,1287,217,20210928,4,2,Lulus
35327,308,1460,229,20240914,2,0,Tidak Lulus
35328,313,1427,106,20230119,2,2,Lulus
35329,62,1484,135,20221218,4,3,Lulus
35330,171,1497,239,20210205,4,3,Lulus
35331,6,1385,121,20210313,3,2,Lulus
35332,341,1218,197,20220219,2,1,Tidak Lulus
35333,457,1430,233,20210108,3,4,Lulus
35334,365,1411,156,20220317,3,2,Lulus
35335,79,1320,165,20220813,3,3,Lulus
35336,231,1276,72,20230205,3,0,Tidak Lulus
35337,222,1406,217,20231212,2,0,Tidak Lulus
35338,446,1251,230,20230416,2,2,Lulus
35339,473,1459,92,20220127,3,1,Tidak Lulus
35340,94,1440,27,20210411,3,4,Lulus
35341,491,1351,220,20240415,4,3,Lulus
35342,274,1497,40,20210408,4,4,Lulus
35343,14,1296,230,20210717,3,4,Lulus
35344,380,1251,218,20230907,2,4,Lulus
35345,283,1464,238,20231117,3,0,Tidak Lulus
35346,55,1414,35,20220115,2,4,Lulus
35347,41,1380,213,20220424,2,3,Lulus
35348,281,1372,166,20220210,3,4,Lulus
35349,286,1485,60,20230801,4,3,Lulus
35350,402,1508,161,20231124,4,4,Lulus
35351,445,1219,128,20220113,2,3,Lulus
35352,268,1469,156,20230717,3,4,Lulus
35353,190,1366,93,20241216,2,1,Tidak Lulus
35354,20,1341,149,20240624,3,2,Lulus
35355,130,1291,52,20231010,2,2,Lulus
35356,191,1241,198,20230117,3,0,Tidak Lulus
35357,209,1500,246,20210601,2,4,Lulus
35358,81,1451,6,20240816,4,1,Tidak Lulus
35359,451,1496,22,20230912,2,2,Lulus
35360,362,1509,108,20230904,4,3,Lulus
35361,152,1441,55,20241101,3,0,Tidak Lulus
35362,436,1442,100,20220417,3,0,Tidak Lulus
35363,370,1492,81,20231023,3,0,Tidak Lulus
35364,224,1280,217,20210113,3,2,Lulus
35365,476,1414,231,20220316,2,0,Tidak Lulus
35366,265,1359,141,20211020,3,2,Lulus
35367,343,1341,229,20210909,3,0,Tidak Lulus
35368,500,1340,67,20210425,2,3,Lulus
35369,245,1457,18,20240207,4,4,Lulus
35370,491,1494,12,20241019,1,2,Lulus
35371,82,1251,247,20241113,2,0,Tidak Lulus
35372,465,1478,111,20240602,3,2,Lulus
35373,107,1269,23,20210318,3,0,Tidak Lulus
35374,389,1265,248,20230416,2,2,Lulus
35375,291,1462,53,20221225,2,0,Tidak Lulus
35376,248,1346,136,20221106,2,3,Lulus
35377,220,1316,145,20210125,3,1,Tidak Lulus
35378,265,1423,54,20220423,3,2,Lulus
35379,152,1470,212,20240307,3,3,Lulus
35380,8,1298,138,20210601,2,1,Tidak Lulus
35381,91,1310,194,20230417,2,4,Lulus
35382,380,1375,124,20240118,3,2,Lulus
35383,105,1457,243,20240228,4,4,Lulus
35384,181,1419,28,20220614,3,4,Lulus
35385,362,1420,14,20210724,2,1,Tidak Lulus
35386,493,1420,168,20231123,2,3,Lulus
35387,207,1321,55,20220608,3,3,Lulus
35388,327,1268,116,20210408,3,2,Lulus
35389,256,1347,167,20210715,2,3,Lulus
35390,396,1401,65,20230607,2,1,Tidak Lulus
35391,149,1233,165,20220220,3,1,Tidak Lulus
35392,266,1436,59,20210807,2,0,Tidak Lulus
35393,73,1480,181,20230614,2,0,Tidak Lulus
35394,461,1232,231,20210402,2,0,Tidak Lulus
35395,458,1414,126,20230412,2,1,Tidak Lulus
35396,318,1445,126,20210417,2,0,Tidak Lulus
35397,77,1445,71,20210104,2,1,Tidak Lulus
35398,7,1232,121,20230409,2,2,Lulus
35399,86,1318,176,20240325,2,0,Tidak Lulus
35400,39,1476,179,20240526,2,4,Lulus
35401,420,1308,39,20210508,3,1,Tidak Lulus
35402,116,1403,73,20220606,3,3,Lulus
35403,135,1378,184,20210228,3,0,Tidak Lulus
35404,237,1274,36,20240116,2,1,Tidak Lulus
35405,392,1370,74,20230214,4,3,Lulus
35406,144,1466,113,20210727,3,4,Lulus
35407,472,1474,211,20240810,3,0,Tidak Lulus
35408,291,1257,141,20240227,2,2,Lulus
35409,30,1422,91,20210609,2,2,Lulus
35410,135,1224,78,20220806,2,0,Tidak Lulus
35411,176,1450,207,20210427,4,2,Lulus
35412,319,1481,201,20210728,2,3,Lulus
35413,374,1213,156,20210107,4,2,Lulus
35414,494,1508,55,20220315,4,2,Lulus
35415,170,1283,241,20220322,3,1,Tidak Lulus
35416,47,1440,178,20220419,3,0,Tidak Lulus
35417,255,1471,135,20210915,3,2,Lulus
35418,438,1347,135,20230110,2,1,Tidak Lulus
35419,292,1438,155,20240212,3,0,Tidak Lulus
35420,400,1349,134,20240903,2,4,Lulus
35421,40,1225,165,20231123,2,2,Lulus
35422,440,1235,186,20220607,3,2,Lulus
35423,32,1269,71,20220902,3,2,Lulus
35424,324,1237,87,20230718,3,0,Tidak Lulus
35425,4,1328,120,20220503,3,0,Tidak Lulus
35426,342,1422,189,20231209,2,0,Tidak Lulus
35427,195,1438,203,20221009,3,3,Lulus
35428,266,1402,181,20240307,3,1,Tidak Lulus
35429,9,1463,233,20230903,2,1,Tidak Lulus
35430,238,1225,88,20210505,2,0,Tidak Lulus
35431,351,1405,127,20231106,3,3,Lulus
35432,208,1340,21,20221119,2,1,Tidak Lulus
35433,218,1368,246,20211004,2,2,Lulus
35434,479,1258,243,20240323,2,0,Tidak Lulus
35435,26,1445,31,20210819,2,0,Tidak Lulus
35436,415,1374,123,20240406,2,2,Lulus
35437,160,1470,231,20231125,3,1,Tidak Lulus
35438,460,1291,46,20230125,2,2,Lulus
35439,154,1425,182,20210807,2,4,Lulus
35440,153,1343,94,20220801,2,4,Lulus
35441,474,1448,149,20220710,2,3,Lulus
35442,371,1458,101,20230111,4,0,Tidak Lulus
35443,476,1223,178,20221111,2,4,Lulus
35444,332,1361,176,20210808,4,0,Tidak Lulus
35445,26,1473,8,20210407,3,2,Lulus
35446,379,1347,56,20210706,2,2,Lulus
35447,383,1300,56,20230101,2,4,Lulus
35448,456,1313,212,20240513,3,2,Lulus
35449,37,1341,18,20241028,3,4,Lulus
35450,101,1259,70,20220321,2,2,Lulus
35451,198,1337,198,20220427,3,0,Tidak Lulus
35452,13,1422,96,20240704,2,2,Lulus
35453,261,1427,11,20241007,2,0,Tidak Lulus
35454,85,1314,197,20231225,3,3,Lulus
35455,380,1345,93,20240126,2,0,Tidak Lulus
35456,337,1288,187,20220919,4,1,Tidak Lulus
35457,81,1429,59,20211202,3,1,Tidak Lulus
35458,78,1492,9,20240223,3,2,Lulus
35459,224,1386,248,20211206,2,2,Lulus
35460,272,1237,10,20210307,3,3,Lulus
35461,438,1404,69,20230801,3,1,Tidak Lulus
35462,119,1246,193,20231028,2,0,Tidak Lulus
35463,170,1266,29,20240425,2,3,Lulus
35464,1,1263,72,20221021,3,2,Lulus
35465,472,1250,103,20221109,2,1,Tidak Lulus
35466,138,1268,243,20220708,3,0,Tidak Lulus
35467,327,1250,233,20230605,2,1,Tidak Lulus
35468,390,1256,227,20210109,2,3,Lulus
35469,452,1245,49,20231116,3,4,Lulus
35470,102,1248,99,20230819,4,3,Lulus
35471,97,1448,123,20211007,2,1,Tidak Lulus
35472,473,1412,78,20220415,3,4,Lulus
35473,18,1340,120,20231126,2,3,Lulus
35474,101,1436,147,20220812,2,0,Tidak Lulus
35475,461,1488,19,20211001,2,4,Lulus
35476,328,1421,140,20211109,2,1,Tidak Lulus
35477,326,1466,3,20230315,3,4,Lulus
35478,487,1351,153,20210726,4,1,Tidak Lulus
35479,218,1466,58,20220604,3,2,Lulus
35480,136,1316,227,20240708,3,4,Lulus
35481,210,1430,157,20240823,3,2,Lulus
35482,35,1250,182,20210922,2,2,Lulus
35483,128,1217,212,20230723,2,2,Lulus
35484,394,1362,196,20230908,4,3,Lulus
35485,45,1274,158,20210201,2,2,Lulus
35486,143,1252,172,20230609,2,3,Lulus
35487,255,1281,226,20210220,4,0,Tidak Lulus
35488,91,1279,11,20240727,3,1,Tidak Lulus
35489,277,1245,170,20230814,3,1,Tidak Lulus
35490,154,1501,48,20210912,2,1,Tidak Lulus
35491,265,1273,250,20240604,2,2,Lulus
35492,213,1283,202,20220803,3,2,Lulus
35493,424,1400,5,20241118,3,0,Tidak Lulus
35494,48,1361,177,20230524,4,4,Lulus
35495,330,1299,139,20241120,2,4,Lulus
35496,67,1297,193,20220926,2,1,Tidak Lulus
35497,97,1235,71,20240306,3,2,Lulus
35498,323,1503,130,20230718,4,4,Lulus
35499,177,1214,113,20210806,4,2,Lulus
35500,303,1482,44,20240909,2,2,Lulus
35501,205,1378,68,20241207,3,3,Lulus
35502,64,1353,103,20240515,4,3,Lulus
35503,164,1490,225,20230224,3,2,Lulus
35504,246,1316,103,20220428,3,2,Lulus
35505,410,1397,222,20210503,3,3,Lulus
35506,86,1346,32,20210621,2,1,Tidak Lulus
35507,441,1510,204,20240716,4,1,Tidak Lulus
35508,114,1365,48,20220312,4,1,Tidak Lulus
35509,373,1321,7,20211022,3,1,Tidak Lulus
35510,367,1238,238,20230308,2,4,Lulus
35511,115,1345,209,20240112,2,4,Lulus
35512,387,1419,15,20230503,3,1,Tidak Lulus
35513,409,1471,241,20240713,3,2,Lulus
35514,279,1336,237,20241206,3,1,Tidak Lulus
35515,397,1503,143,20230525,4,1,Tidak Lulus
35516,139,1407,72,20210110,2,3,Lulus
35517,161,1262,144,20210504,3,1,Tidak Lulus
35518,305,1500,132,20241221,2,1,Tidak Lulus
35519,436,1490,91,20210623,3,1,Tidak Lulus
35520,371,1389,19,20230618,2,4,Lulus
35521,153,1257,18,20220624,2,1,Tidak Lulus
35522,261,1347,166,20211026,2,1,Tidak Lulus
35523,317,1485,241,20220226,4,0,Tidak Lulus
35524,191,1464,230,20240516,3,3,Lulus
35525,55,1317,62,20240908,2,0,Tidak Lulus
35526,159,1240,161,20240916,3,4,Lulus
35527,482,1289,83,20241205,3,4,Lulus
35528,357,1439,148,20221105,3,4,Lulus
35529,147,1221,33,20240507,3,4,Lulus
35530,443,1498,66,20241003,4,1,Tidak Lulus
35531,346,1246,171,20240806,2,3,Lulus
35532,166,1404,204,20230616,3,4,Lulus
35533,400,1462,248,20230308,2,1,Tidak Lulus
35534,263,1223,67,20241014,2,4,Lulus
35535,393,1323,97,20220628,2,1,Tidak Lulus
35536,474,1373,241,20240614,4,0,Tidak Lulus
35537,256,1279,120,20221003,3,0,Tidak Lulus
35538,56,1278,95,20220327,3,4,Lulus
35539,466,1335,232,20210801,3,3,Lulus
35540,295,1505,181,20211023,4,3,Lulus
35541,118,1246,206,20221119,2,0,Tidak Lulus
35542,255,1433,230,20240909,3,4,Lulus
35543,382,1287,118,20211203,4,2,Lulus
35544,268,1225,100,20211027,2,4,Lulus
35545,466,1213,28,20231107,4,1,Tidak Lulus
35546,276,1460,187,20210906,2,3,Lulus
35547,410,1243,35,20210502,3,2,Lulus
35548,434,1332,159,20230603,3,0,Tidak Lulus
35549,23,1286,229,20220311,2,1,Tidak Lulus
35550,294,1440,60,20240816,3,1,Tidak Lulus
35551,31,1459,237,20240615,3,1,Tidak Lulus
35552,423,1508,41,20220113,4,4,Lulus
35553,104,1496,131,20211022,2,0,Tidak Lulus
35554,22,1505,186,20240204,4,0,Tidak Lulus
35555,75,1282,147,20210515,4,0,Tidak Lulus
35556,76,1445,107,20230909,2,1,Tidak Lulus
35557,112,1451,22,20220310,4,0,Tidak Lulus
35558,396,1389,103,20230727,2,4,Lulus
35559,260,1323,191,20230808,2,1,Tidak Lulus
35560,123,1486,239,20230605,2,0,Tidak Lulus
35561,127,1342,132,20220309,3,0,Tidak Lulus
35562,174,1502,23,20231221,2,2,Lulus
35563,47,1223,59,20240911,2,4,Lulus
35564,287,1395,234,20240224,2,4,Lulus
35565,1,1477,23,20211217,2,4,Lulus
35566,381,1324,236,20210802,2,2,Lulus
35567,391,1439,222,20240907,3,0,Tidak Lulus
35568,11,1475,69,20210407,3,4,Lulus
35569,262,1265,65,20230605,2,1,Tidak Lulus
35570,245,1351,232,20240203,4,2,Lulus
35571,485,1479,115,20241221,3,4,Lulus
35572,378,1474,136,20221021,3,2,Lulus
35573,106,1267,199,20220308,2,2,Lulus
35574,414,1499,205,20210527,4,4,Lulus
35575,459,1304,227,20240503,2,0,Tidak Lulus
35576,260,1413,202,20210827,2,4,Lulus
35577,247,1271,194,20240406,3,2,Lulus
35578,265,1412,46,20220815,3,0,Tidak Lulus
35579,279,1322,132,20230902,3,2,Lulus
35580,7,1464,108,20211110,3,3,Lulus
35581,174,1391,242,20210927,2,3,Lulus
35582,145,1217,102,20210511,2,2,Lulus
35583,59,1215,65,20220204,3,2,Lulus
35584,347,1402,206,20231028,3,3,Lulus
35585,394,1270,123,20231114,3,4,Lulus
35586,360,1245,78,20220925,3,3,Lulus
35587,165,1470,57,20211226,3,4,Lulus
35588,216,1352,126,20221206,3,2,Lulus
35589,67,1450,189,20211021,4,1,Tidak Lulus
35590,162,1437,117,20210701,3,4,Lulus
35591,336,1376,78,20230524,4,0,Tidak Lulus
35592,194,1293,79,20240407,2,1,Tidak Lulus
35593,352,1227,231,20220221,2,2,Lulus
35594,89,1278,44,20220704,3,1,Tidak Lulus
35595,149,1467,34,20221121,3,0,Tidak Lulus
35596,300,1428,80,20241110,2,4,Lulus
35597,440,1269,52,20231005,3,3,Lulus
35598,341,1309,110,20221010,2,0,Tidak Lulus
35599,20,1432,4,20210725,3,1,Tidak Lulus
35600,496,1290,86,20230812,2,2,Lulus
35601,400,1418,73,20240309,3,2,Lulus
35602,169,1399,68,20210419,3,4,Lulus
35603,140,1411,164,20240805,3,0,Tidak Lulus
35604,283,1341,30,20240704,3,4,Lulus
35605,334,1313,247,20230219,3,3,Lulus
35606,34,1324,26,20220423,2,1,Tidak Lulus
35607,479,1429,166,20230209,3,4,Lulus
35608,270,1365,250,20210924,4,2,Lulus
35609,133,1382,121,20220222,3,3,Lulus
35610,428,1223,195,20220428,2,0,Tidak Lulus
35611,262,1460,222,20241011,2,1,Tidak Lulus
35612,371,1428,119,20230724,2,4,Lulus
35613,374,1429,143,20221209,3,4,Lulus
35614,174,1436,58,20220903,2,2,Lulus
35615,350,1346,31,20240716,2,2,Lulus
35616,67,1240,5,20220925,3,1,Tidak Lulus
35617,15,1453,244,20211028,2,0,Tidak Lulus
35618,332,1224,192,20210703,2,0,Tidak Lulus
35619,357,1221,229,20230118,3,2,Lulus
35620,71,1377,111,20220918,3,0,Tidak Lulus
35621,453,1441,219,20240225,3,3,Lulus
35622,407,1350,84,20210623,2,1,Tidak Lulus
35623,265,1381,45,20221219,3,0,Tidak Lulus
35624,336,1383,179,20210919,3,1,Tidak Lulus
35625,43,1319,76,20220102,2,4,Lulus
35626,484,1241,59,20230805,3,3,Lulus
35627,287,1364,100,20220807,3,4,Lulus
35628,412,1371,15,20241217,4,2,Lulus
35629,30,1411,142,20220503,3,1,Tidak Lulus
35630,145,1371,63,20220519,4,4,Lulus
35631,404,1312,152,20210120,2,4,Lulus
35632,437,1486,136,20220523,2,1,Tidak Lulus
35633,148,1433,202,20220901,3,1,Tidak Lulus
35634,231,1330,158,20211117,4,2,Lulus
35635,433,1213,20,20221118,4,0,Tidak Lulus
35636,21,1504,178,20210923,4,0,Tidak Lulus
35637,469,1336,113,20231022,3,0,Tidak Lulus
35638,208,1384,51,20221119,2,1,Tidak Lulus
35639,380,1378,223,20211016,3,2,Lulus
35640,193,1341,141,20210603,3,4,Lulus
35641,414,1256,233,20231126,2,3,Lulus
35642,474,1376,236,20220913,4,4,Lulus
35643,279,1407,21,20220428,2,1,Tidak Lulus
35644,443,1218,247,20231022,2,0,Tidak Lulus
35645,345,1273,178,20210506,2,0,Tidak Lulus
35646,350,1341,78,20240921,3,0,Tidak Lulus
35647,492,1369,19,20210909,4,0,Tidak Lulus
35648,150,1355,51,20240805,4,4,Lulus
35649,253,1429,165,20240808,3,0,Tidak Lulus
35650,473,1234,121,20211019,3,1,Tidak Lulus
35651,454,1351,187,20210124,4,0,Tidak Lulus
35652,59,1490,10,20220311,3,0,Tidak Lulus
35653,364,1492,225,20220903,3,1,Tidak Lulus
35654,143,1358,55,20241024,2,4,Lulus
35655,423,1462,179,20230114,2,2,Lulus
35656,300,1254,112,20240916,4,3,Lulus
35657,134,1321,102,20210607,3,0,Tidak Lulus
35658,332,1480,37,20221023,2,2,Lulus
35659,426,1237,15,20220509,3,1,Tidak Lulus
35660,286,1432,28,20231224,3,2,Lulus
35661,323,1242,97,20230914,3,2,Lulus
35662,416,1241,51,20210208,3,4,Lulus
35663,391,1449,83,20220908,2,2,Lulus
35664,426,1480,124,20210206,2,1,Tidak Lulus
35665,433,1400,211,20210121,3,2,Lulus
35666,196,1429,246,20240412,3,1,Tidak Lulus
35667,256,1491,207,20230626,4,1,Tidak Lulus
35668,257,1435,196,20220321,3,0,Tidak Lulus
35669,200,1245,60,20220204,3,2,Lulus
35670,497,1401,113,20230701,2,1,Tidak Lulus
35671,20,1226,199,20230720,3,2,Lulus
35672,130,1276,138,20210128,3,0,Tidak Lulus
35673,387,1465,95,20230628,3,2,Lulus
35674,344,1428,110,20211102,2,0,Tidak Lulus
35675,82,1420,72,20230413,2,2,Lulus
35676,405,1464,236,20210912,3,3,Lulus
35677,74,1475,98,20230525,3,4,Lulus
