ID_Fakta_Publikasi,ID_Dosen,ID_Jurnal,ID_Waktu,Jumlah_Sitasi,Jumlah_Publikasi
11544,244,7,20210826,57,2
11545,246,7,20240919,8,4
11546,152,7,20221024,62,4
11547,91,9,20240413,32,4
11548,216,5,20220605,94,3
11549,195,12,20230310,35,3
11550,217,9,20221101,72,2
11551,228,1,20230322,28,2
11552,22,7,20210515,21,4
11553,27,1,20230423,47,2
11554,52,12,20240227,95,2
11555,128,11,20240227,94,3
11556,37,13,20210713,7,2
11557,4,5,20221018,51,4
11558,132,2,20230711,23,4
11559,244,13,20211112,76,5
11560,226,13,20220805,5,1
11561,239,10,20240227,8,5
11562,179,9,20230510,42,3
11563,108,4,20221201,55,5
11564,185,8,20230604,88,4
11565,101,7,20210617,55,3
11566,33,4,20241115,6,1
11567,122,6,20230514,42,2
11568,234,6,20211112,1,4
11569,204,2,20240321,12,5
11570,146,5,20210919,63,4
11571,108,11,20240312,71,5
11572,73,9,20220716,66,4
11573,226,5,20231204,75,1
11574,238,10,20211110,52,4
11575,116,7,20231017,75,1
11576,148,10,20220803,66,4
11577,119,6,20230604,50,1
11578,167,7,20240408,73,1
11579,59,3,20230416,74,5
11580,77,12,20220521,38,3
11581,16,11,20220727,20,1
11582,231,6,20210305,65,5
11583,65,8,20211124,3,1
11584,160,7,20220128,53,5
11585,116,10,20230911,43,4
11586,188,1,20230210,46,4
11587,161,4,20220101,12,1
11588,42,12,20231206,83,4
11589,3,1,20240901,48,4
11590,202,4,20230616,70,1
11591,239,11,20230613,26,2
11592,148,9,20230911,60,4
11593,172,13,20210105,7,4
11594,151,6,20220918,44,2
11595,101,11,20240705,3,5
11596,4,7,20240220,41,2
11597,111,4,20220427,94,5
11598,231,2,20231120,19,4
11599,244,10,20220608,16,5
11600,158,10,20230425,56,2
11601,52,9,20220712,13,2
11602,210,3,20230322,61,1
11603,219,3,20240526,50,4
11604,137,9,20210321,42,1
11605,154,2,20220212,66,4
11606,175,3,20210412,74,2
11607,82,7,20230808,5,4
11608,133,1,20221013,6,4
11609,2,6,20230718,80,4
11610,117,9,20241213,82,2
11611,196,5,20220721,97,1
11612,223,6,20211101,24,1
11613,156,14,20210503,20,2
11614,9,5,20220207,46,3
11615,104,7,20230606,36,3
11616,123,2,20220321,12,2
11617,200,2,20221007,31,3
11618,198,6,20210616,1,4
11619,192,1,20210328,74,4
11620,187,2,20240517,23,1
11621,42,2,20240722,2,4
11622,93,5,20211018,93,3
11623,99,1,20211107,7,2
11624,87,10,20210122,46,4
11625,34,6,20230610,96,5
11626,226,2,20240305,66,3
11627,223,6,20211125,27,4
11628,22,1,20230525,81,4
11629,231,2,20220216,43,4
11630,249,13,20240901,96,5
11631,113,5,20220114,64,4
11632,179,11,20220807,40,2
11633,220,10,20231121,2,1
11634,151,4,20220420,42,5
11635,190,3,20221222,0,5
11636,200,1,20210610,71,5
11637,80,2,20240622,84,4
11638,32,11,20240514,92,5
11639,40,13,20230617,67,3
11640,193,12,20211011,64,3
11641,117,4,20230611,13,2
11642,135,5,20210323,17,5
11643,124,10,20231209,54,2
11644,208,7,20211125,79,3
11645,120,10,20230824,10,5
11646,16,3,20220423,35,3
11647,63,5,20240507,56,1
11648,57,14,20211103,29,1
11649,151,10,20210217,27,4
11650,72,12,20221221,96,4
11651,33,12,20230107,96,5
11652,191,4,20230524,55,2
11653,100,8,20231224,56,4
11654,58,5,20210109,67,2
11655,146,2,20240211,77,5
11656,8,13,20210911,94,4
11657,115,3,20240223,80,1
11658,171,10,20221007,83,1
11659,78,10,20211014,26,3
11660,202,1,20210105,89,5
11661,130,5,20240226,89,4
11662,209,5,20220626,29,3
11663,160,10,20230819,28,4
11664,45,14,20220707,98,2
11665,8,13,20221222,26,3
11666,222,12,20240528,23,2
11667,147,13,20210614,26,1
11668,3,3,20220115,69,3
11669,124,5,20220815,6,4
11670,244,11,20230205,94,5
11671,61,10,20221201,10,3
11672,93,8,20210419,81,4
11673,164,6,20240527,40,5
11674,208,10,20211202,95,2
11675,27,9,20210226,42,1
11676,187,11,20240708,0,3
11677,86,1,20220422,16,3
11678,212,1,20220818,16,1
11679,152,3,20210524,53,5
11680,244,11,20210515,75,1
11681,41,10,20231126,26,1
11682,202,12,20230903,42,2
11683,9,9,20230913,41,1
11684,48,3,20230714,46,4
11685,204,3,20211227,20,5
11686,211,10,20241106,69,1
11687,117,10,20240325,86,2
11688,54,12,20240212,8,1
11689,164,8,20240809,66,4
11690,173,12,20230425,80,3
11691,55,7,20240207,95,4
11692,168,10,20240607,71,2
11693,77,3,20210615,15,3
11694,67,13,20240526,80,1
11695,119,14,20220705,91,5
11696,102,13,20220710,81,5
11697,172,10,20240114,92,5
11698,3,3,20240212,50,2
11699,96,11,20220504,73,1
11700,25,7,20230413,71,5
11701,217,7,20240702,98,2
11702,226,3,20210317,87,4
11703,235,13,20231005,45,4
11704,123,9,20240409,51,5
11705,102,7,20220404,79,4
11706,51,2,20221022,62,2
11707,200,5,20240925,66,1
11708,210,9,20230819,8,1
11709,142,1,20230216,80,1
11710,238,14,20240425,86,2
11711,197,6,20241222,71,1
11712,204,9,20211024,63,3
11713,145,14,20221224,83,2
11714,2,6,20240803,68,5
11715,86,6,20221027,88,2
11716,160,3,20220909,1,1
11717,76,4,20220608,95,1
11718,228,13,20220517,76,5
11719,107,9,20240609,11,3
11720,234,12,20210704,92,3
11721,198,1,20220610,8,4
11722,83,2,20210708,73,1
11723,43,13,20220404,57,3
11724,143,10,20240804,70,1
11725,60,4,20231222,0,5
11726,156,13,20220110,10,3
11727,145,8,20210128,11,1
11728,212,1,20241211,0,5
11729,213,10,20241013,32,5
11730,68,5,20240520,27,1
11731,247,11,20210720,77,1
11732,130,12,20220726,73,4
11733,112,1,20230528,90,5
11734,190,9,20220315,14,2
11735,187,7,20230105,64,3
11736,11,12,20230816,98,3
11737,47,8,20240402,62,4
11738,109,11,20240211,80,3
11739,84,1,20220421,8,4
11740,111,2,20240524,96,2
11741,56,5,20240702,73,5
11742,156,6,20221122,17,2
11743,55,12,20220212,12,1
11744,178,9,20210618,70,3
11745,242,1,20210425,45,1
11746,197,10,20220607,74,1
11747,20,11,20230207,15,2
11748,162,10,20220906,34,3
11749,52,11,20240322,60,2
11750,150,6,20231126,91,3
11751,57,7,20211124,58,5
11752,40,14,20240810,84,1
11753,108,1,20230510,85,3
11754,75,3,20221024,54,4
11755,85,2,20240804,84,1
11756,223,11,20210503,97,5
11757,144,7,20211125,75,2
11758,125,13,20230519,8,2
11759,214,14,20220428,92,4
11760,136,12,20240405,57,3
11761,169,1,20220712,23,2
11762,147,2,20210114,80,1
11763,32,5,20230328,59,2
11764,202,9,20240123,81,5
11765,214,4,20230813,88,3
11766,235,2,20230124,78,3
11767,181,1,20210414,11,5
11768,82,6,20240722,1,4
11769,230,6,20210915,85,5
11770,5,7,20220923,66,5
11771,11,4,20230422,62,2
11772,55,13,20220510,12,3
11773,181,14,20210210,51,1
11774,232,4,20240322,1,2
11775,128,8,20241102,33,3
11776,116,13,20220413,92,4
11777,39,11,20221218,93,5
11778,106,8,20230412,1,5
11779,215,5,20240511,93,5
11780,236,13,20230419,97,2
11781,180,5,20241120,48,4
11782,149,11,20210522,75,5
11783,20,14,20220504,0,5
11784,27,11,20230913,75,3
11785,144,4,20240507,21,5
11786,172,9,20211002,97,2
11787,156,13,20211216,97,2
11788,35,6,20240815,91,4
11789,181,11,20230612,58,2
11790,192,10,20220615,14,5
11791,183,10,20240101,20,2
11792,197,6,20230603,76,3
11793,210,14,20211126,30,4
11794,114,8,20221001,71,2
11795,222,3,20210205,86,2
11796,220,9,20230327,63,3
11797,201,4,20240321,48,1
11798,66,3,20240903,87,1
11799,17,3,20211012,81,1
11800,167,3,20210408,68,4
11801,4,3,20210410,69,5
11802,56,6,20241116,95,3
11803,97,9,20240908,81,4
11804,64,7,20230515,7,1
11805,117,12,20230208,37,5
11806,59,6,20231224,30,1
11807,95,1,20240510,83,5
11808,216,3,20240904,83,5
11809,113,9,20210123,81,5
11810,234,12,20240419,27,5
11811,67,11,20230203,97,3
11812,123,10,20210921,8,5
11813,178,12,20210715,11,2
11814,147,3,20230107,41,4
11815,212,12,20210825,21,1
11816,187,4,20230818,1,3
11817,171,2,20231001,39,3
11818,24,14,20220307,63,5
11819,204,3,20220303,95,1
11820,51,11,20220627,30,5
11821,8,11,20220722,74,5
11822,170,4,20230626,67,2
11823,5,6,20220719,29,5
11824,136,8,20231207,18,5
11825,75,13,20230607,14,5
11826,169,4,20240623,98,1
11827,55,1,20220721,61,2
11828,191,12,20211203,7,1
11829,119,6,20211228,35,4
11830,15,6,20211223,88,3
11831,55,3,20211209,95,1
11832,227,14,20221013,76,2
11833,19,7,20211107,62,5
11834,175,6,20231016,12,2
11835,227,11,20231017,42,5
11836,9,1,20230308,59,2
11837,148,13,20240722,30,3
11838,75,3,20240916,41,5
11839,78,9,20210701,99,5
11840,91,10,20230619,32,1
11841,149,5,20220323,6,5
11842,175,3,20230903,90,1
11843,4,1,20240424,8,4
11844,144,11,20231018,46,4
11845,121,10,20210621,98,2
11846,42,4,20220921,63,5
11847,224,11,20210504,56,1
11848,97,8,20240207,71,2
11849,142,14,20230112,85,2
11850,26,8,20231107,63,1
11851,78,5,20220320,20,2
11852,42,7,20230423,94,4
11853,140,2,20230720,59,2
11854,35,12,20240114,16,4
11855,19,6,20210502,60,2
11856,131,1,20210122,0,3
11857,70,14,20230208,89,3
11858,136,8,20230415,91,2
11859,214,2,20220519,38,4
11860,212,10,20210410,71,1
11861,215,10,20240209,79,1
11862,173,12,20210827,28,5
11863,208,6,20240610,59,3
11864,9,12,20221211,43,3
11865,54,3,20211220,84,5
11866,167,6,20221113,34,3
11867,164,5,20231009,14,5
11868,243,14,20210923,29,3
11869,241,5,20231106,45,3
11870,133,12,20211024,32,4
11871,152,11,20220527,59,2
11872,157,7,20230605,99,1
11873,37,8,20210721,4,5
11874,65,5,20220707,20,1
11875,121,2,20241123,41,3
11876,132,10,20220807,75,5
11877,200,13,20220207,14,1
11878,230,4,20220122,3,1
11879,233,3,20210723,61,5
11880,108,5,20240809,42,4
11881,110,7,20210305,31,1
11882,157,3,20211203,69,2
11883,104,3,20220328,42,1
11884,2,4,20230318,31,3
11885,113,1,20241007,66,5
11886,103,8,20240609,26,3
11887,13,7,20211221,49,4
11888,230,14,20211201,53,2
11889,140,8,20210222,50,3
11890,84,10,20240404,56,3
11891,118,13,20241109,97,2
11892,10,4,20241022,24,2
11893,207,13,20240420,70,1
11894,192,9,20210125,70,5
11895,100,4,20240719,31,4
11896,176,11,20220916,43,1
11897,219,6,20241116,14,3
11898,222,8,20220110,14,3
11899,11,11,20210418,62,5
11900,25,3,20230406,71,3
11901,89,5,20230424,89,4
11902,239,4,20230716,62,4
11903,128,4,20210414,57,4
11904,25,8,20210508,33,4
11905,25,6,20210206,63,5
11906,185,11,20241002,17,5
11907,80,8,20241112,10,5
11908,243,7,20240725,87,5
11909,63,2,20240716,50,4
11910,66,12,20240925,94,1
11911,154,9,20220308,38,4
11912,247,8,20220708,42,5
11913,144,7,20230819,40,5
11914,243,12,20211221,35,1
11915,176,13,20221009,84,2
11916,157,6,20240525,51,3
11917,32,13,20231020,91,2
11918,126,10,20211128,42,2
11919,214,5,20220424,25,2
11920,155,10,20240126,1,5
11921,85,10,20230622,86,4
11922,2,14,20230811,73,3
11923,163,11,20210725,16,4
11924,209,13,20230403,44,4
11925,91,6,20240513,68,4
11926,11,5,20211025,72,4
11927,174,13,20241016,98,4
11928,163,6,20230314,34,3
11929,242,10,20220206,22,2
11930,182,13,20220323,88,2
11931,1,14,20220917,2,3
11932,115,8,20210326,36,5
11933,81,11,20220909,24,5
11934,250,7,20240719,40,1
11935,208,14,20240221,52,3
11936,181,5,20241126,87,3
11937,12,8,20220623,34,1
11938,213,2,20230813,32,4
11939,250,4,20210906,0,5
11940,132,6,20240526,19,1
11941,60,2,20241227,32,4
11942,2,10,20220518,65,3
11943,177,10,20220213,68,4
11944,216,10,20240204,36,1
11945,40,1,20230212,89,3
11946,73,2,20211106,6,3
11947,202,14,20231210,40,3
11948,64,2,20241121,44,1
11949,236,9,20210417,36,2
11950,90,9,20220211,15,4
11951,165,11,20221206,5,4
11952,57,8,20230612,70,1
11953,127,11,20220128,48,3
11954,243,13,20220424,96,3
11955,212,14,20230318,91,4
11956,233,1,20220413,12,4
11957,75,4,20240407,18,4
11958,214,6,20240909,63,4
11959,62,3,20230602,0,2
11960,239,5,20230404,89,1
11961,223,9,20240723,47,5
11962,12,4,20220917,74,3
11963,167,14,20240308,34,1
11964,91,2,20240612,6,2
11965,40,8,20240508,24,2
11966,20,7,20230226,91,4
11967,74,11,20210105,75,1
11968,173,10,20210310,42,3
11969,141,1,20211227,1,1
11970,52,1,20230409,73,5
11971,151,11,20230809,79,3
11972,166,10,20230220,76,4
11973,98,11,20210924,48,5
11974,19,11,20210218,57,3
11975,132,12,20240620,24,2
11976,29,9,20240916,7,4
11977,175,10,20220410,36,1
11978,221,3,20240318,47,3
11979,226,4,20220922,79,2
11980,145,2,20220720,95,3
11981,104,13,20210626,75,4
11982,245,8,20231101,69,4
11983,27,9,20241127,47,4
11984,162,5,20220312,85,1
11985,135,9,20240617,71,3
11986,116,4,20211004,97,1
11987,189,8,20230326,57,4
11988,112,4,20231107,31,3
11989,67,13,20231214,30,4
11990,62,3,20240318,4,4
11991,184,10,20210728,78,2
11992,72,4,20220812,68,2
11993,92,14,20240325,17,2
11994,118,8,20240518,6,5
11995,13,10,20221213,23,5
11996,201,2,20220828,92,4
11997,243,6,20211014,20,1
11998,23,7,20240717,56,3
11999,222,7,20230910,26,1
12000,99,11,20220927,93,4
12001,187,14,20211115,7,1
12002,185,4,20230221,52,3
12003,155,1,20211209,50,2
12004,181,13,20210715,74,1
12005,78,14,20230812,38,5
12006,146,11,20240420,73,5
12007,200,12,20210524,71,4
12008,91,3,20241206,11,3
12009,221,4,20230923,48,4
12010,24,3,20220416,43,5
12011,27,8,20240905,57,3
12012,157,9,20240909,71,1
12013,249,11,20221119,14,4
12014,36,1,20211109,74,1
12015,92,5,20230607,19,5
12016,168,8,20210824,30,1
12017,183,13,20230503,95,1
12018,152,10,20210312,75,5
12019,207,14,20230122,2,1
12020,13,3,20221219,31,4
12021,19,2,20230214,40,2
12022,231,4,20210407,98,4
12023,37,5,20210414,11,4
12024,6,8,20210821,44,1
12025,134,5,20240203,65,5
12026,134,1,20221018,78,2
12027,222,7,20231115,76,3
12028,78,11,20240411,21,4
12029,35,4,20220711,62,3
12030,59,7,20230208,31,2
12031,214,12,20210715,94,5
12032,17,14,20241017,1,4
12033,170,10,20220217,93,2
12034,220,12,20210713,64,3
12035,239,1,20220115,96,3
12036,235,6,20211226,6,4
12037,182,6,20221216,20,5
12038,47,13,20230723,29,3
12039,231,7,20231209,29,2
12040,89,1,20230606,50,2
12041,249,2,20210518,45,4
12042,2,9,20241106,45,3
12043,131,10,20220407,35,3
12044,221,7,20230315,27,2
12045,146,8,20240415,32,5
12046,215,9,20241107,25,2
12047,103,14,20230325,44,4
12048,120,10,20220708,69,1
12049,53,10,20231128,35,4
12050,76,4,20220708,7,3
12051,176,8,20231019,33,4
12052,70,13,20241206,85,4
12053,18,10,20231103,69,5
12054,185,7,20210122,80,3
12055,5,1,20230505,42,3
12056,191,9,20210211,75,4
12057,213,9,20210211,86,1
12058,196,4,20210713,85,5
12059,113,4,20240725,36,3
12060,207,3,20241028,97,4
12061,70,4,20230107,8,2
12062,72,14,20240824,39,3
12063,73,3,20231125,32,3
12064,30,6,20240919,64,5
12065,16,7,20230505,31,5
12066,83,2,20230613,52,4
12067,245,9,20230920,54,5
12068,64,2,20241109,11,2
12069,248,2,20240310,10,2
12070,205,14,20240416,84,2
12071,127,13,20240225,51,1
12072,199,9,20230911,29,4
12073,107,8,20240418,26,5
12074,195,11,20240814,21,3
12075,228,14,20231114,21,4
12076,177,6,20220513,2,1
12077,119,8,20221110,95,4
12078,204,1,20220722,33,5
12079,199,13,20220602,93,2
12080,203,13,20220614,88,1
12081,189,12,20210622,32,5
12082,159,4,20240605,37,1
12083,229,5,20210428,93,1
12084,165,7,20240503,72,5
12085,26,2,20240919,75,3
12086,126,11,20240408,11,5
12087,24,5,20240927,90,5
12088,230,13,20220703,26,5
12089,74,10,20230927,49,5
12090,72,10,20220315,46,4
12091,26,4,20220916,40,2
12092,180,10,20220608,75,3
12093,160,4,20210917,11,1
12094,241,12,20230525,16,2
12095,39,5,20220121,63,3
12096,5,12,20211011,72,5
12097,6,2,20220901,59,3
12098,156,5,20241010,85,5
12099,215,11,20230901,96,5
12100,149,3,20240104,46,4
12101,95,6,20240507,4,2
12102,111,2,20210410,95,1
12103,99,3,20210806,90,5
12104,153,13,20220602,92,2
12105,164,13,20230812,21,1
12106,135,3,20240606,78,5
12107,163,3,20240705,47,1
12108,152,1,20240320,60,4
12109,221,8,20231006,92,1
12110,31,8,20220825,2,4
12111,171,12,20240614,38,5
12112,136,13,20230106,55,5
12113,157,11,20240326,20,1
12114,27,2,20240501,58,4
12115,96,7,20210727,11,2
12116,52,7,20220928,62,1
12117,65,9,20210225,41,5
12118,158,1,20230516,34,5
12119,74,14,20220927,1,5
12120,111,8,20220307,85,3
12121,183,14,20240721,90,2
12122,201,3,20220709,45,1
12123,72,7,20230119,9,3
12124,56,5,20240801,0,1
12125,149,6,20220806,78,4
12126,223,1,20230824,65,3
12127,57,11,20230518,33,5
12128,227,5,20240710,7,5
12129,125,3,20240602,0,1
12130,184,2,20211203,11,1
12131,183,9,20230612,13,3
12132,207,12,20240803,43,5
12133,177,2,20240106,35,2
12134,105,10,20240926,2,5
12135,118,13,20241005,26,1
12136,16,10,20230502,66,2
12137,204,6,20210405,50,3
12138,40,10,20230519,66,5
12139,16,10,20210602,66,5
12140,79,12,20240928,3,1
12141,162,9,20230414,98,2
12142,110,9,20210219,57,3
12143,87,9,20220214,20,1
12144,193,14,20240222,68,2
12145,73,4,20231028,97,4
12146,34,14,20240102,36,3
12147,34,2,20230613,97,2
12148,156,3,20240402,99,4
12149,48,3,20211104,41,2
12150,199,9,20240816,93,4
12151,57,11,20211204,27,1
12152,18,6,20210614,69,5
12153,39,6,20240115,62,4
12154,128,4,20211215,58,3
12155,97,12,20210407,60,1
12156,68,4,20240317,92,2
12157,79,13,20220802,10,3
12158,121,13,20220523,99,5
12159,131,5,20211218,19,1
12160,84,2,20240528,52,4
12161,9,10,20241121,59,1
12162,189,14,20240304,18,5
12163,160,6,20240513,68,5
12164,163,13,20231011,19,2
12165,44,7,20230827,65,4
12166,136,7,20240527,93,1
12167,34,13,20220115,18,3
12168,46,10,20220818,11,2
12169,131,4,20241220,70,5
12170,25,2,20210523,34,3
12171,183,12,20230223,35,2
12172,38,5,20240809,66,2
12173,178,11,20240701,35,3
12174,3,10,20221019,23,4
12175,9,10,20220810,91,4
12176,143,14,20220311,58,4
12177,179,13,20240306,34,3
12178,234,3,20220408,74,2
12179,233,12,20210714,66,1
12180,81,13,20220618,25,4
12181,98,1,20220722,98,5
12182,3,4,20220211,4,1
12183,108,7,20211127,42,4
12184,238,1,20210827,75,2
12185,5,5,20210205,0,1
12186,89,11,20241212,5,4
12187,176,10,20220114,88,4
12188,123,1,20230812,75,4
12189,111,6,20240624,64,5
12190,202,5,20230703,8,1
12191,147,11,20210509,99,4
12192,179,13,20211014,33,3
12193,91,5,20230711,96,3
12194,112,2,20220817,49,4
12195,52,14,20240209,81,5
12196,161,3,20210325,73,1
12197,107,8,20211008,28,2
12198,204,11,20220312,39,3
12199,21,9,20220919,45,1
12200,80,2,20230204,75,5
12201,18,5,20230804,67,5
12202,130,8,20220727,16,2
12203,237,9,20210315,68,3
12204,173,6,20240314,65,1
12205,5,10,20220313,45,1
12206,220,6,20240526,94,2
12207,36,9,20210927,97,1
12208,32,10,20220228,68,2
12209,236,4,20231127,18,2
12210,101,7,20240307,40,5
12211,231,14,20220119,39,1
12212,185,7,20230719,34,2
12213,161,14,20220820,99,4
12214,210,12,20241002,32,5
12215,194,12,20240102,27,4
12216,189,6,20220311,69,1
12217,9,10,20230704,50,5
12218,54,6,20230711,84,1
12219,81,7,20230904,40,4
12220,34,13,20240725,10,4
12221,11,4,20220226,16,1
12222,209,2,20230127,78,5
12223,12,12,20241213,0,4
12224,3,2,20221013,91,1
12225,31,13,20230122,87,3
12226,23,11,20220126,42,2
12227,79,3,20221207,96,2
12228,70,1,20231020,20,3
12229,41,12,20241120,21,2
12230,119,11,20230515,17,3
12231,63,10,20240218,37,4
12232,189,9,20240309,25,1
12233,245,13,20240805,99,5
12234,45,10,20221122,28,2
12235,145,6,20210923,90,5
12236,240,5,20240805,46,1
12237,63,7,20230727,82,3
12238,65,4,20230618,10,4
12239,20,10,20220525,96,3
12240,188,2,20230418,17,3
12241,52,9,20240919,1,1
12242,142,4,20241128,1,3
12243,68,12,20210905,82,1
12244,177,9,20230213,19,3
12245,189,9,20230128,99,3
12246,144,9,20240925,62,2
12247,231,7,20210228,87,3
12248,170,5,20210726,95,2
12249,207,4,20231022,80,1
12250,199,4,20210302,25,3
12251,172,13,20210205,6,2
12252,113,6,20230728,30,2
12253,231,14,20240607,22,3
12254,27,3,20230325,98,3
12255,99,10,20240707,4,1
12256,237,7,20240724,81,1
12257,50,8,20240807,52,1
12258,244,4,20220423,21,1
12259,26,13,20211208,79,2
12260,234,14,20220606,69,5
12261,7,7,20240303,25,3
12262,115,11,20210508,53,5
12263,78,14,20220212,16,2
12264,120,14,20210828,16,4
12265,229,10,20220510,99,5
12266,39,2,20220417,19,4
12267,10,10,20240108,28,2
12268,201,1,20241219,20,5
12269,151,13,20240206,73,3
12270,200,4,20220911,35,5
12271,108,5,20240202,72,1
12272,65,12,20240427,79,4
12273,71,4,20210415,1,1
12274,230,1,20210209,53,4
12275,61,3,20220428,71,1
12276,205,9,20240122,52,4
12277,118,14,20231002,16,1
12278,124,4,20230305,21,1
12279,163,9,20221211,85,5
12280,198,2,20220201,54,3
12281,233,8,20231212,34,5
12282,58,13,20240125,41,4
12283,178,1,20230608,2,3
12284,202,3,20210214,81,3
12285,51,8,20221102,95,2
12286,78,8,20211213,76,2
12287,108,13,20231210,11,4
12288,215,6,20221119,41,4
12289,52,14,20240501,88,4
12290,153,9,20210402,59,4
12291,87,3,20210721,50,2
12292,57,4,20230501,47,4
12293,56,9,20240821,70,3
12294,60,7,20231224,17,3
12295,33,5,20230621,45,1
12296,54,3,20220314,95,1
12297,101,1,20241001,77,1
12298,157,13,20230306,25,4
12299,131,4,20240106,59,5
12300,35,5,20230618,46,5
12301,34,8,20231217,63,4
12302,220,10,20220507,89,5
12303,120,8,20210807,21,4
12304,212,7,20240928,81,5
12305,221,11,20230801,47,4
12306,120,12,20241021,46,5
12307,139,6,20221016,12,4
12308,49,3,20220305,40,1
12309,63,8,20240815,45,4
12310,218,9,20210601,10,4
12311,165,1,20240921,25,4
12312,245,2,20231006,70,5
12313,37,1,20230110,1,4
12314,10,5,20210310,43,1
12315,160,13,20211006,58,4
12316,155,11,20230402,76,2
12317,104,9,20231009,46,1
12318,143,11,20230120,67,4
12319,130,4,20220927,54,1
12320,20,6,20230602,70,5
12321,198,10,20221024,97,2
12322,163,5,20220322,56,4
12323,126,6,20240214,12,3
12324,110,14,20230511,89,1
12325,58,6,20230622,86,2
12326,75,2,20230906,38,3
12327,207,11,20211016,48,2
12328,20,1,20240114,38,1
12329,101,12,20210426,71,5
12330,27,3,20241221,70,4
12331,100,10,20230509,62,3
12332,104,2,20211217,37,2
12333,209,12,20241209,8,3
12334,211,13,20210526,30,1
12335,243,9,20230811,37,1
12336,10,9,20210421,70,5
12337,158,2,20230125,6,5
12338,150,10,20241126,83,1
12339,62,1,20240422,68,5
12340,107,14,20220607,18,5
12341,1,13,20230727,35,4
12342,120,6,20210913,73,2
12343,234,9,20240926,81,1
12344,224,2,20240122,12,5
12345,41,5,20230503,62,2
12346,97,12,20231127,75,1
12347,46,4,20210901,28,4
12348,230,13,20220626,66,4
12349,27,11,20231004,28,2
12350,213,13,20220504,9,2
12351,235,5,20230209,18,4
12352,124,14,20241011,43,4
12353,203,5,20211101,9,3
12354,71,2,20221103,15,2
12355,165,6,20241002,74,3
12356,240,11,20210207,93,1
12357,104,14,20220406,87,5
12358,134,6,20230803,71,4
12359,209,4,20240905,65,2
12360,62,3,20210526,72,4
12361,3,9,20240909,30,1
12362,80,8,20221026,73,4
12363,63,3,20240905,74,3
12364,182,9,20220823,76,2
12365,52,5,20240120,98,2
12366,77,6,20221226,15,1
12367,28,8,20210716,56,3
12368,152,3,20220511,6,2
12369,77,12,20240204,66,3
12370,195,8,20210326,13,4
12371,90,5,20210413,37,2
12372,179,4,20220310,60,1
12373,240,9,20210803,65,3
12374,225,12,20221007,29,2
12375,156,7,20241228,14,3
12376,174,10,20211111,20,3
12377,190,5,20210107,48,2
12378,241,8,20240102,60,4
12379,218,12,20210502,13,5
12380,99,14,20210707,72,3
12381,112,1,20220117,33,1
12382,23,6,20230826,87,3
12383,10,13,20240903,0,1
12384,126,5,20220812,62,5
12385,109,2,20230106,22,2
12386,115,6,20211026,43,3
12387,141,6,20221126,76,3
12388,202,8,20210125,36,1
12389,131,3,20210614,97,4
12390,114,6,20240515,53,3
12391,226,9,20220924,57,1
12392,159,9,20230207,66,5
12393,120,11,20220425,36,2
12394,91,11,20240817,75,3
12395,126,3,20211009,77,1
12396,104,1,20210704,62,2
12397,134,4,20231103,80,1
12398,21,5,20240115,71,1
12399,236,8,20230225,81,2
12400,158,12,20211218,41,2
12401,168,3,20220121,5,5
12402,211,5,20220509,93,4
12403,222,1,20211108,1,4
12404,218,14,20230819,6,5
12405,132,2,20240213,23,4
12406,152,9,20211003,77,2
12407,74,14,20230502,58,1
12408,53,12,20210227,14,4
12409,148,12,20240323,57,4
12410,145,9,20240719,27,4
12411,155,9,20210304,66,2
12412,43,2,20240608,13,5
12413,190,2,20230214,65,1
12414,75,5,20220209,83,5
12415,157,14,20220722,67,3
12416,160,5,20220422,52,5
12417,230,3,20241127,33,4
12418,241,8,20221015,43,4
12419,38,8,20210521,18,5
12420,198,5,20220124,22,1
12421,180,11,20240705,14,5
12422,102,5,20210209,51,3
12423,205,8,20230905,33,3
12424,96,3,20221116,76,1
12425,239,11,20221122,89,2
12426,18,7,20210807,52,2
12427,60,6,20220508,38,4
12428,212,6,20221228,17,4
12429,221,5,20230226,91,3
12430,138,11,20220308,0,5
12431,3,8,20231204,56,3
12432,47,8,20210518,60,5
12433,28,4,20230422,78,1
12434,108,7,20220420,66,2
12435,125,12,20220820,72,3
12436,192,11,20210923,70,4
12437,35,7,20221103,11,3
12438,93,3,20210501,82,5
12439,133,10,20241021,39,1
12440,112,12,20211024,91,5
12441,31,7,20210218,76,3
12442,13,6,20230822,79,1
12443,232,7,20230711,6,3
12444,155,3,20240411,28,3
12445,194,10,20240603,76,5
12446,10,14,20210712,35,3
12447,92,1,20220109,51,1
12448,64,8,20210214,96,4
12449,32,3,20210518,57,3
12450,124,1,20210404,85,3
12451,24,6,20240523,30,5
12452,178,1,20240306,0,5
12453,116,9,20211115,23,3
12454,78,12,20221108,80,4
12455,209,7,20230902,79,4
12456,172,3,20210823,71,4
12457,135,14,20220827,47,4
12458,165,4,20231207,51,1
12459,243,14,20220811,14,4
12460,209,2,20220827,28,3
12461,155,10,20220910,3,4
12462,210,11,20220901,94,1
12463,94,3,20210510,82,1
12464,118,2,20230724,87,1
12465,27,11,20230915,77,2
12466,230,5,20210328,17,4
12467,220,6,20221115,7,4
12468,229,1,20241028,47,5
12469,134,9,20240220,52,4
12470,239,6,20220824,88,1
12471,219,10,20210121,29,5
12472,19,4,20230421,57,1
